unitid,institution,year,state,county,fips,n_pell,per_pell,undergrad_headcount
457208,InterCoast Colleges-Rancho Cordova,2021,California,Sacramento County,"Sacramento County, CA",171,61,3098
457226,Horizon University,2021,Indiana,Marion County,"Marion County, IN",8,20,1630
457253,Beyond 21st Century Beauty Academy,2021,California,Los Angeles County,"Los Angeles County, CA",61,26,624
457271,Academy for Jewish Religion-California,2021,California,Los Angeles County,"Los Angeles County, CA",,,1276
457299,Angeles College,2021,California,Los Angeles County,"Los Angeles County, CA",218,50,208
457314,Angeles Institute,2021,California,Los Angeles County,"Los Angeles County, CA",125,68,90
457323,Paul Mitchell the School-Temecula,2021,California,Riverside County,"Riverside County, CA",286,52,189
457332,TIGI Hairdressing Academy Guilford,2021,Connecticut,New Haven County,"New Haven County, CT",23,37,27
457341,International Institute of Cosmetology,2021,Connecticut,Hartford County,"Hartford County, CT",110,50,271
457350,Florida School of Traditional Midwifery,2021,Florida,Alachua County,"Alachua County, FL",26,40,33
457378,Emerald Coast Technical College,2021,Florida,Walton County,"Walton County, FL",143,54,88
457387,Immokalee Technical College,2021,Florida,Collier County,"Collier County, FL",100,28,413
457396,American Academy of Cosmetology,2021,Florida,Clay County,"Clay County, FL",144,61,1059
457402,University of Fort Lauderdale,2021,Florida,Broward County,"Broward County, FL",113,52,1069
457411,Aviation Institute of Maintenance-Orlando,2021,Florida,Seminole County,"Seminole County, FL",137,55,801
457420,Summit Salon Academy,2021,Florida,Hillsborough County,"Hillsborough County, FL",157,46,1233
457439,Summit Salon Academy-Gainesville,2021,Florida,Alachua County,"Alachua County, FL",103,66,543
457448,Tenaj Salon Institute,2021,Florida,Sumter County,"Sumter County, FL",134,83,1045
457466,Profile Institute of Barber-Styling,2021,Georgia,Fulton County,"Fulton County, GA",32,70,329
457475,Keune Academy by 124,2021,Georgia,Gwinnett County,"Gwinnett County, GA",72,46,525
457484,Pacific Rim Christian University,2021,Hawaii,Honolulu County,"Honolulu County, HI",92,75,1410
457493,Paul Mitchell the School-Twin Falls,2021,Idaho,Twin Falls County,"Twin Falls County, ID",69,75,982
457527,Ambria College of Nursing,2021,Illinois,Cook County,"Cook County, IL",167,55,46
457536,Midwestern Career College,2021,Illinois,Cook County,"Cook County, IL",416,44,128
457545,Paul Mitchell the School-Normal,2021,Illinois,McLean County,"McLean County, IL",71,43,501
457554,Innovations Design Academy,2021,Illinois,Fulton County,"Fulton County, IL",39,78,1045
457563,Aveda Fredric's Institute-Indianapolis,2021,Indiana,Hamilton County,"Hamilton County, IN",156,34,2516
457572,Summit Salon Academy,2021,Indiana,Madison County,"Madison County, IN",100,46,46
457581,Eric Fisher Academy,2021,Kansas,Sedgwick County,"Sedgwick County, KS",133,39,179
457606,My Le's Beauty College,2021,Louisiana,Jefferson Parish,"Jefferson Parish, LA",105,75,136
457615,Blackstone Valley Vocational Regional School District,2021,Massachusetts,Worcester County,"Worcester County, MA",15,41,217
457624,Southern Worcester County Regional Vocational School District,2021,Massachusetts,Worcester County,"Worcester County, MA",17,57,211
457633,L'esprit Academy,2021,Michigan,Wayne County,"Wayne County, MI",189,50,2050
457642,Marketti Academy of Cosmetology,2021,Michigan,Oakland County,"Oakland County, MI",15,13,37
457651,CenterPoint Massage & Shiatsu Therapy School & Clinic,2021,Minnesota,Hennepin County,"Hennepin County, MN",,,121
457679,Avalon School of Cosmetology,2021,Minnesota,Nobles County,"Nobles County, MN",16,43,80
457688,American Business and Technology University,2021,Missouri,Buchanan County,"Buchanan County, MO",29,4,1193
457697,City Vision University,2021,Missouri,Jackson County,"Jackson County, MO",85,65,975
457721,Bitterroot School of Cosmetology,2021,Montana,Ravalli County,"Ravalli County, MT",7,18,26932
457749,Montana Academy of Salons,2021,Montana,Cascade County,"Cascade County, MT",72,46,64
457767,National Career Institute,2021,New Jersey,Essex County,"Essex County, NJ",202,66,2336
457776,Toni & Guy Hairdressing Academy-Albuquerque,2021,New Mexico,Bernalillo County,"Bernalillo County, NM",76,40,235
457785,International Academy of Style,2021,Nevada,Washoe County,"Washoe County, NV",67,54,535
457794,EDP School,2021,New York,Kings County,"Kings County, NY",124,78,579
457800,New York Medical Career Training Center,2021,New York,Queens County,"Queens County, NY",158,15,34
457819,Institute of Culinary Education,2021,New York,New York County,"New York County, NY",166,19,241
457837,The Salon Professional Academy-Tonawanda,2021,New York,Erie County,"Erie County, NY",157,53,31
457846,Onondaga School of Therapeutic Massage-Syracuse,2021,New York,Onondaga County,"Onondaga County, NY",,,6587
457855,Academy of Cosmetology and Esthetics NYC,2021,New York,Richmond County,"Richmond County, NY",20,36,112
457873,Four County Career Center,2021,Ohio,Henry County,"Henry County, OH",3,1,70
457916,Summit Salon Academy-Perrysburg,2021,Ohio,Wood County,"Wood County, OH",39,30,131
457925,Portland Actors Conservatory,2021,Oregon,Multnomah County,"Multnomah County, OR",4,27,1902
457943,Somerset County Technology Center,2021,Pennsylvania,Somerset County,"Somerset County, PA",43,60,34
457952,Metro Beauty Academy,2021,Pennsylvania,Lehigh County,"Lehigh County, PA",92,28,524
457989,Academy for Careers and Technology,2021,South Carolina,Marion County,"Marion County, SC",26,43,461
457998,Aiken School of Cosmetology and Barbering,2021,South Carolina,Aiken County,"Aiken County, SC",22,29,2854
458007,Love Beauty School Inc,2021,Tennessee,Coffee County,"Coffee County, TN",62,57,176
458034,Houston International College Cardiotech Ultrasound School,2021,Texas,Harris County,"Harris County, TX",31,42,1110
458043,DuVall's School of Cosmetology,2021,Texas,Tarrant County,"Tarrant County, TX",93,51,661
458052,Advanced Beauty College,2021,Texas,Dallas County,"Dallas County, TX",,,119
458061,Texas Beauty College,2021,Texas,Tarrant County,"Tarrant County, TX",72,76,654
458070,Avenue Five Institute,2021,Texas,Travis County,"Travis County, TX",218,41,428
458098,The Salon Professional Academy-Lewisville,2021,Texas,Denton County,"Denton County, TX",101,43,1026
458104,Renaissance Academie,2021,Utah,Utah County,"Utah County, UT",138,75,547
458113,Ascent College,2021,Virginia,Hampton City,"Hampton City, VA",16,46,31
458122,Institute of Advanced Medical Esthetics,2021,Virginia,Hanover County,"Hanover County, VA",13,59,219
458131,Aveda Arts & Sciences Institute Seattle,2021,Washington,King County,"King County, WA",33,22,28
458140,Northwest School of Wooden Boat Building,2021,Washington,Jefferson County,"Jefferson County, WA",8,30,98
458168,The Salon Professional Academy-Onalaska,2021,Wisconsin,La Crosse County,"La Crosse County, WI",42,41,327
458210,West Coast University-Orange County,2021,California,Orange County,"Orange County, CA",1318,44,121
458229,West Coast University-Ontario,2021,California,San Bernardino County,"San Bernardino County, CA",1308,54,82
458265,Midwest Technical Institute-East Peoria,2021,Illinois,Tazewell County,"Tazewell County, IL",,,957
458274,Paul Mitchell the School-Chicago,2021,Illinois,Cook County,"Cook County, IL",187,56,182
458405,Miller-Motte College-Fayetteville,2021,North Carolina,Cumberland County,"Cumberland County, NC",290,48,420
458423,European Massage Therapy School-Las Vegas,2021,Nevada,Clark County,"Clark County, NV",52,35,92
458441,Miller-Motte College-Columbus,2021,Georgia,Muscogee County,"Muscogee County, GA",472,80,231
458496,The Art Institute of Virginia Beach,2021,Virginia,Virginia Beach City,"Virginia Beach City, VA",118,53,789
458575,Zaytuna College,2021,California,Alameda County,"Alameda County, CA",,,329
458681,Fortis College-Indianapolis,2021,Indiana,Marion County,"Marion County, IN",307,72,2734
458803,Empire Beauty School-E Memphis,2021,Tennessee,Shelby County,"Shelby County, TN",128,59,568
458812,Empire Beauty School-Nashville,2021,Tennessee,Williamson County,"Williamson County, TN",63,48,913
458821,Empire Beauty School-Jackson,2021,Tennessee,Madison County,"Madison County, TN",57,68,1512
458830,Empire Beauty School-Springfield,2021,Pennsylvania,Delaware County,"Delaware County, PA",143,65,443
458858,Empire Beauty School-Speedway,2021,Indiana,Marion County,"Marion County, IN",154,62,541
458867,Empire Beauty School-Morrow,2021,Georgia,Clayton County,"Clayton County, GA",208,65,458
458885,Strayer University-Arkansas,2021,Arkansas,Pulaski County,"Pulaski County, AR",336,83,124
458919,Strayer University-Georgia,2021,Georgia,DeKalb County,"DeKalb County, GA",5122,78,201
458955,Strayer University-Mississippi,2021,Mississippi,Hinds County,"Hinds County, MS",436,83,782
458964,Strayer University-South Carolina,2021,South Carolina,Greenville County,"Greenville County, SC",1865,76,123
458973,Strayer University-Texas,2021,Texas,Travis County,"Travis County, TX",2226,72,567
458982,The Art Institute of San Antonio,2021,Texas,Bexar County,"Bexar County, TX",172,44,1158
459000,Empire Beauty School-S Memphis,2021,Tennessee,Shelby County,"Shelby County, TN",,,126
459019,Empire Beauty School-Charlotte,2021,North Carolina,Mecklenburg County,"Mecklenburg County, NC",74,59,156
459046,Empire Beauty School-Winston-Salem,2021,North Carolina,Forsyth County,"Forsyth County, NC",71,61,3914
459055,Empire Beauty School-West Palm,2021,Florida,Palm Beach County,"Palm Beach County, FL",76,68,1380
459064,Empire Beauty School-Pineville,2021,North Carolina,Mecklenburg County,"Mecklenburg County, NC",73,60,250
459116,Paul Mitchell the School-Phoenix,2021,Arizona,Maricopa County,"Maricopa County, AZ",83,54,1009
459125,All Beauty College,2021,Arizona,Mohave County,"Mohave County, AZ",19,83,1514
459170,Paul Mitchell the School-Modesto,2021,California,Stanislaus County,"Stanislaus County, CA",305,55,141
459189,Cosmo Beauty Academy,2021,California,Sacramento County,"Sacramento County, CA",67,34,698
459198,Paul Mitchell the School-Fresno,2021,California,Fresno County,"Fresno County, CA",231,55,1331
459204,Unitek College,2021,California,Alameda County,"Alameda County, CA",2390,38,277
459213,Gurnick Academy of Medical Arts,2021,California,San Mateo County,"San Mateo County, CA",1855,49,101
459231,Paul Mitchell the School-East Bay,2021,California,Contra Costa County,"Contra Costa County, CA",139,50,2129
459259,South University-Richmond,2021,Virginia,Henrico County,"Henrico County, VA",137,47,934
459268,South University-Virginia Beach,2021,Virginia,Virginia Beach City,"Virginia Beach City, VA",147,45,75
459277,Aveda Institute-Denver,2021,Colorado,Denver County,"Denver County, CO",157,30,82
459286,Paul Mitchell the School-Colorado Springs,2021,Colorado,El Paso County,"El Paso County, CO",190,50,1529
459295,The Salon Professional Academy-Colorado Springs,2021,Colorado,El Paso County,"El Paso County, CO",40,32,469
459301,Paul Mitchell the School-Delaware,2021,Delaware,New Castle County,"New Castle County, DE",84,50,72
459310,Future-Tech Institute,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",105,100,1163
459329,Fred K Marchman Technical College,2021,Florida,Pasco County,"Pasco County, FL",139,31,183
459347,The Salon Professional Academy-Ft Myers,2021,Florida,Lee County,"Lee County, FL",53,32,484
459374,Universal Spa Training Academy,2021,Illinois,DuPage County,"DuPage County, IL",113,51,179
459392,The Salon Professional Academy-Evansville,2021,Indiana,Vanderburgh County,"Vanderburgh County, IN",68,26,1203
459408,Tri County Regional Vocational Technical High School,2021,Massachusetts,Norfolk County,"Norfolk County, MA",19,38,405
459417,Compass College of Film and Media,2021,Michigan,Kent County,"Kent County, MI",26,36,1766
459426,Nova Academy of Cosmetology,2021,Minnesota,Olmsted County,"Olmsted County, MN",104,44,122
459462,SAE Institute of Technology-New York,2021,New York,New York County,"New York County, NY",152,43,98
459499,Sage School of Massage & Esthetics,2021,Oregon,Deschutes County,"Deschutes County, OR",25,60,572
459514,Peloton College,2021,Texas,Dallas County,"Dallas County, TX",153,63,4322
459523,ABC Beauty Academy,2021,Texas,Dallas County,"Dallas County, TX",126,95,1115
459532,Salon & Spa Institute,2021,Texas,Cameron County,"Cameron County, TX",80,67,991
459541,American Beauty Academy,2021,Utah,Utah County,"Utah County, UT",25,49,1970
459550,Summit Salon Academy,2021,Washington,Pierce County,"Pierce County, WA",110,53,152
459578,Paul Mitchell the School-Milwaukee,2021,Wisconsin,Milwaukee County,"Milwaukee County, WI",109,64,1225
459727,Touro University Worldwide,2021,California,Orange County,"Orange County, CA",240,47,362
459736,Touro University California,2021,California,Solano County,"Solano County, CA",,,71
459745,The Chicago School of Professional Psychology at Washington DC,2021,District of Columbia,District of Columbia,"District of Columbia, DC",,,731
459824,Touro University Nevada,2021,Nevada,Clark County,"Clark County, NV",5,13,81
459842,Herzing University-Kenosha,2021,Wisconsin,Kenosha County,"Kenosha County, WI",395,59,878
459851,Herzing University-Brookfield,2021,Wisconsin,Waukesha County,"Waukesha County, WI",289,59,233
459949,Texas A&M University-San Antonio,2021,Texas,Bexar County,"Bexar County, TX",3079,51,89
459958,Fortis Institute,2021,Texas,Harris County,"Harris County, TX",408,68,50
459967,Southern Careers Institute-Brownsville,2021,Texas,Cameron County,"Cameron County, TX",800,72,446
459985,Southern Careers Institute-Harlingen,2021,Texas,Cameron County,"Cameron County, TX",714,72,163
459994,Strayer University-Global Region,2021,District of Columbia,District of Columbia,"District of Columbia, DC",3555,50,196
460011,Kenneth Shuler School of Cosmetology-Florence,2021,South Carolina,Florence County,"Florence County, SC",178,67,74
460020,Fortis College-Columbia,2021,South Carolina,Richland County,"Richland County, SC",354,63,134
460093,Ross Medical Education Center-Davison,2021,Michigan,Genesee County,"Genesee County, MI",61,60,1905
460109,Ross Medical Education Center-Granger,2021,Indiana,St. Joseph County,"St. Joseph County, IN",190,69,2913
460118,Ross Medical Education Center-Niles,2021,Ohio,Trumbull County,"Trumbull County, OH",115,48,67
460127,Ross Medical Education Center-Canton,2021,Michigan,Wayne County,"Wayne County, MI",112,54,378
460136,Pima Medical Institute-Houston,2021,Texas,Harris County,"Harris County, TX",738,47,505
460145,Illinois Media School-Chicago Campus,2021,Illinois,Cook County,"Cook County, IL",296,89,893
460172,Miller-Motte College-STVT-San Antonio,2021,Texas,Bexar County,"Bexar County, TX",587,61,400
460181,Concorde Career College-Dallas,2021,Texas,Dallas County,"Dallas County, TX",642,66,161
460190,Concorde Career Institute-Orlando,2021,Florida,Orange County,"Orange County, FL",409,68,133
460206,Concorde Career College-San Antonio,2021,Texas,Bexar County,"Bexar County, TX",603,68,190
460349,Johnson & Wales University-Online,2021,Rhode Island,Providence County,"Providence County, RI",566,43,2387
460376,Fairfax University of America,2021,Virginia,Fairfax County,"Fairfax County, VA",1,6,538
460385,Geisinger-Lewistown Hospital School of Nursing,2021,Pennsylvania,Mifflin County,"Mifflin County, PA",16,32,123
460394,Moreno Valley College,2021,California,Riverside County,"Riverside County, CA",2065,23,332
460455,Onondaga School of Therapeutic Massage-Rochester,2021,New York,Monroe County,"Monroe County, NY",,,98
460464,Norco College,2021,California,Riverside County,"Riverside County, CA",1819,18,495
460482,Dorsey College-Saginaw,2021,Michigan,Saginaw County,"Saginaw County, MI",136,86,1021
460516,Milan Institute of Cosmetology-La Quinta,2021,California,Riverside County,"Riverside County, CA",146,61,1755
460525,Milan Institute-Boise,2021,Idaho,Ada County,"Ada County, ID",99,51,1262
460534,Milan Institute of Cosmetology-El Paso,2021,Texas,El Paso County,"El Paso County, TX",387,63,169
460543,Universal Technical Institute-Dallas Fort Worth,2021,Texas,Dallas County,"Dallas County, TX",1212,47,2106
460677,ICPR Junior College,2021,Puerto Rico,Manatí  Municipio,"Manatí  Municipio, PR",342,99,375
460701,Artistic Nails and Beauty Academy-Lakeland,2021,Florida,Polk County,"Polk County, FL",220,66,162
460738,American Sentinel College of Nursing and Health Sciences,2021,Connecticut,New Haven County,"New Haven County, CT",139,12,779
460756,Hawaii Medical College,2021,Hawaii,Honolulu County,"Honolulu County, HI",297,51,1122
460765,Carolina College of Hair Design,2021,North Carolina,Buncombe County,"Buncombe County, NC",38,63,2128
460808,College of Massage Therapy,2021,Idaho,Bingham County,"Bingham County, ID",16,89,257
460817,Miller-Motte College-Jacksonville,2021,North Carolina,Onslow County,"Onslow County, NC",211,49,246
460826,Miller-Motte College-Augusta,2021,Georgia,Richmond County,"Richmond County, GA",648,67,85
460835,Miller-Motte College-Conway,2021,South Carolina,Horry County,"Horry County, SC",408,58,316
460862,Aveda Institute-Portland,2021,Oregon,Multnomah County,"Multnomah County, OR",132,33,1494
460871,Chamberlain University-Virginia,2021,Virginia,Fairfax County,"Fairfax County, VA",293,47,1822
460899,Stevens-Henager College,2021,Idaho,Ada County,"Ada County, ID",,,523
460914,Penrose Academy,2021,Arizona,Maricopa County,"Maricopa County, AZ",186,34,70
460932,Skin Institute,2021,Missouri,St. Louis County,"St. Louis County, MO",24,35,714
460969,Beauty Academy of South Florida,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",241,48,169
460978,Ogle School Hair Skin Nails-North Dallas,2021,Texas,Dallas County,"Dallas County, TX",327,62,1188
460987,The Salon Professional Academy-North Little Rock,2021,Arkansas,Pulaski County,"Pulaski County, AR",19,10,1150
460996,The Salon Professional Academy-St Charles,2021,Missouri,St. Charles County,"St. Charles County, MO",71,32,81
461014,Mildred Elley-New York Campus,2021,New York,New York County,"New York County, NY",835,72,46
461023,National Paralegal College,2021,Arizona,Maricopa County,"Maricopa County, AZ",258,43,829
461032,Carolina College of Biblical Studies,2021,North Carolina,Cumberland County,"Cumberland County, NC",80,54,116
461087,Northeast Technology Center,2021,Oklahoma,Mayes County,"Mayes County, OK",208,15,120
461111,Allstate Hairstyling & Barber College,2021,Ohio,Cuyahoga County,"Cuyahoga County, OH",15,25,2302
461120,Omega Graduate School,2021,Tennessee,Rhea County,"Rhea County, TN",,,41
461139,Jung Tao School of Classical Chinese Medicine,2021,North Carolina,Watauga County,"Watauga County, NC",,,5146
461148,New York Film Academy,2021,California,Los Angeles County,"Los Angeles County, CA",227,24,617
461175,International College of Cosmetology,2021,California,Alameda County,"Alameda County, CA",41,11,1126
461193,Bella Capelli Academy,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",171,40,46
461218,Institute of Medical Careers,2021,Pennsylvania,Allegheny County,"Allegheny County, PA",668,75,19
461245,Flagler Technical College,2021,Florida,Flagler County,"Flagler County, FL",32,16,34
461254,Galaxy Medical College,2021,California,Los Angeles County,"Los Angeles County, CA",62,90,109
461263,American Medical Sciences Center,2021,California,Los Angeles County,"Los Angeles County, CA",73,60,239
461272,Mandalyn Academy,2021,Utah,Utah County,"Utah County, UT",39,39,80
461281,Jose Maria Vargas University,2021,Florida,Broward County,"Broward County, FL",58,60,179
461290,American Academy of Health and Beauty,2021,New Hampshire,Hillsborough County,"Hillsborough County, NH",,,44
461306,D A Dorsey Technical College,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",27,8,806
461315,Keweenaw Bay Ojibwa Community College,2021,Michigan,Baraga County,"Baraga County, MI",41,52,961
461324,Meridian Institute of Surgical Assisting,2021,Tennessee,Davidson County,"Davidson County, TN",265,22,3209
461333,Mauna Loa Helicopters,2021,Hawaii,Hawaii County,"Hawaii County, HI",0,0,1724
461342,Acaydia School of Aesthetics,2021,Utah,Utah County,"Utah County, UT",97,44,254
461379,Holistic Massage Training Institute,2021,Maryland,Baltimore City,"Baltimore City, MD",27,44,458
461388,Diamonds Cosmetology College,2021,Texas,Grayson County,"Grayson County, TX",43,42,34
461412,Northern Virginia School of Therapeutic Massage,2021,Virginia,Fairfax County,"Fairfax County, VA",72,36,27
461421,Paul Mitchell the School-St Louis,2021,Missouri,St. Louis City,"St. Louis City, MO",116,42,69
461430,Advanced Training Institute,2021,Nevada,Clark County,"Clark County, NV",467,42,1457
461485,Shepherds Theological Seminary,2021,North Carolina,Wake County,"Wake County, NC",,,110
461494,Taylor Andrews Academy of Hair Design-West Jordan,2021,Utah,Salt Lake County,"Salt Lake County, UT",134,46,43
461500,Santa Ana Beauty Academy,2021,California,Orange County,"Orange County, CA",17,63,81
461528,Manna University,2021,North Carolina,Cumberland County,"Cumberland County, NC",60,38,505
461537,Evolve Beauty Academy,2021,Missouri,Franklin County,"Franklin County, MO",29,63,352
461555,Aveda Institute-New Mexico,2021,New Mexico,Bernalillo County,"Bernalillo County, NM",71,46,718
461573,American Trade School,2021,Missouri,St. Louis County,"St. Louis County, MO",112,52,19
461582,Estelle Skin Care and Spa Institute,2021,Illinois,Cook County,"Cook County, IL",112,49,457
461591,Paul Mitchell the School-Honolulu,2021,Hawaii,Honolulu County,"Honolulu County, HI",108,56,403
461607,Elite Cosmetology School,2021,California,Riverside County,"Riverside County, CA",63,50,1107
461625,American Technical Institute,2021,Puerto Rico,Bayamón Municipio,"Bayamón Municipio, PR",54,100,38
461643,Bergin University of Canine Studies,2021,California,Sonoma County,"Sonoma County, CA",6,23,164
461652,Aveda Institute-Boise,2021,Idaho,Ada County,"Ada County, ID",49,49,260
461689,Pima Medical Institute-Aurora,2021,Colorado,Arapahoe County,"Arapahoe County, CO",332,51,2918
461704,Capilo School of Hair Design,2021,Maine,Kennebec County,"Kennebec County, ME",130,41,991
461713,Pure Aesthetics Natural Skincare School,2021,Arizona,Pima County,"Pima County, AZ",31,41,645
461722,Lindsey Institute of Cosmetology,2021,Kentucky,Warren County,"Warren County, KY",19,51,77
461740,Buckner Barber School,2021,Texas,Dallas County,"Dallas County, TX",48,62,77
461759,Simmons College of Kentucky,2021,Kentucky,Jefferson County,"Jefferson County, KY",91,65,1075
461768,Atelier Esthetique Institute of Esthetics,2021,New York,New York County,"New York County, NY",200,47,408
461786,Advanced College of Cosmetology,2021,Wisconsin,Dodge County,"Dodge County, WI",13,42,1187
461795,North American University,2021,Texas,Fort Bend County,"Fort Bend County, TX",153,40,62
461810,United Beauty College,2021,Colorado,Denver County,"Denver County, CO",26,52,613
461829,Cinta Aveda Institute,2021,California,San Francisco County,"San Francisco County, CA",158,57,1056
461838,Long Island Nail Skin & Hair Institute,2021,New York,Nassau County,"Nassau County, NY",71,17,641
461847,Keser Torah-Mayan Hatalmud,2021,New Jersey,Ocean County,"Ocean County, NJ",24,27,111
461856,Southern California Health Institute,2021,California,Los Angeles County,"Los Angeles County, CA",355,94,8972
461865,Best Care College,2021,New Jersey,Essex County,"Essex County, NJ",109,72,150
461874,First Class Cosmetology School,2021,Wisconsin,Rock County,"Rock County, WI",75,58,1002
461883,Millennia Atlantic University,2021,Florida,Miami-Dade County,"Miami-Dade County, FL",10,12,586
461892,Abcott Institute,2021,Michigan,Oakland County,"Oakland County, MI",130,46,806
461908,The Salon Professional Academy-Kenosha,2021,Wisconsin,Kenosha County,"Kenosha County, WI",79,49,491
461917,Paul Mitchell the School-Indianapolis,2021,Indiana,Marion County,"Marion County, IN",81,31,932
461926,Taylor Andrews Academy-St George,2021,Utah,Washington County,"Washington County, UT",96,39,1121
461944,Protege Academy,2021,Michigan,Ingham County,"Ingham County, MI",58,54,516
461953,Colorado Academy of Veterinary Technology,2021,Colorado,El Paso County,"El Paso County, CO",35,54,145
461962,Northeast Technical Institute,2021,Maine,Cumberland County,"Cumberland County, ME",92,25,92
461999,Elite School of Cosmetology,2021,Ohio,Huron County,"Huron County, OH",114,50,140
462008,Paul Mitchell the School-Las Vegas,2021,Nevada,Clark County,"Clark County, NV",207,50,185
462017,Summit Salon Academy-Kokomo,2021,Indiana,Howard County,"Howard County, IN",103,58,887
462035,Florida Academy,2021,Florida,Lee County,"Lee County, FL",324,71,784
462044,Institute for Doctoral Studies in the Visual Arts,2021,Maine,Cumberland County,"Cumberland County, ME",,,32
462053,State Career College,2021,Illinois,Lake County,"Lake County, IL",126,70,578
462062,Academy for Salon Professionals,2021,California,Los Angeles County,"Los Angeles County, CA",65,42,1423
462071,Paul Mitchell the School-Spokane,2021,Washington,Spokane County,"Spokane County, WA",108,48,63
462336,International College of Beauty Arts & Sciences,2021,California,Los Angeles County,"Los Angeles County, CA",95,70,413
462345,The Salon Professional Academy,2021,Illinois,Will County,"Will County, IL",25,32,531
462354,John Paul the Great Catholic University,2021,California,San Diego County,"San Diego County, CA",108,39,9
463056,University of Connecticut-Hartford Campus,2021,Connecticut,Hartford County,"Hartford County, CT",757,45,764
464226,Ottawa University-Surprise,2021,Arizona,Maricopa County,"Maricopa County, AZ",332,46,2862
465812,Independence University,2021,Utah,Salt Lake County,"Salt Lake County, UT",,,76
466921,Chamberlain University-Missouri,2021,Missouri,St. Louis County,"St. Louis County, MO",246,53,1274
466930,Chamberlain University-Texas,2021,Texas,Harris County,"Harris County, TX",779,50,49
467094,Continental School of Beauty Culture-Mattydale,2021,New York,Onondaga County,"Onondaga County, NY",203,60,175
467368,Carrington College-Ontario,2021,California,San Bernardino County,"San Bernardino County, CA",112,52,1032
467863,Paul Mitchell the School-Columbia,2021,South Carolina,Lexington County,"Lexington County, SC",177,57,4216
467872,Paul Mitchell the School-Charleston,2021,South Carolina,Charleston County,"Charleston County, SC",177,50,179
467906,Kenneth Shuler School of Cosmetology-Greenville,2021,South Carolina,Anderson County,"Anderson County, SC",136,67,218
468246,Northwest College-Eugene,2021,Oregon,Lane County,"Lane County, OR",155,66,99
468255,Northwest College-Tualatin,2021,Oregon,Washington County,"Washington County, OR",40,40,818
468291,San Joaquin Valley College-Hanford Classroom,2021,California,Kings County,"Kings County, CA",103,60,3690
468769,CET-Soledad,2021,California,Monterey County,"Monterey County, CA",65,26,277
468848,United Education Institute-UEI College-Oceanside,2021,California,San Diego County,"San Diego County, CA",877,72,29
468893,Vanguard College of Cosmetology-Metairie,2021,Louisiana,Jefferson Parish,"Jefferson Parish, LA",115,61,1229
468909,United Education Institute-Garden Grove,2021,California,Orange County,"Orange County, CA",1092,73,423
468963,New England Tractor Trailer Training School of Massachusetts,2021,Massachusetts,Essex County,"Essex County, MA",588,75,92
469416,Dewey University-Manati,2021,Puerto Rico,Manatí  Municipio,"Manatí  Municipio, PR",241,100,37
469610,Allen School-Phoenix,2021,Arizona,Maricopa County,"Maricopa County, AZ",130,90,1998
469629,Oklahoma Technical College,2021,Oklahoma,Tulsa County,"Tulsa County, OK",189,64,393
469638,Midwest Technical Institute-Moline,2021,Illinois,Rock Island County,"Rock Island County, IL",,,310
469911,Unitech Training Academy-Alexandria,2021,Louisiana,Rapides Parish,"Rapides Parish, LA",262,72,260
469920,Unitech Training Academy-Lake Charles,2021,Louisiana,Calcasieu Parish,"Calcasieu Parish, LA",151,70,238
469957,Aveda Institute-Los Angeles,2021,California,Los Angeles County,"Los Angeles County, CA",121,50,236
470038,UEI College-Riverside,2021,California,Riverside County,"Riverside County, CA",1321,73,511
470047,WellSpring School of Allied Health-Lawrence,2021,Kansas,Douglas County,"Douglas County, KS",40,56,95
470296,Manuel and Theresa's School of Hair Design-Victoria,2021,Texas,Victoria County,"Victoria County, TX",25,64,3382
470393,Tricoci University of Beauty Culture-Chicago NE,2021,Illinois,Cook County,"Cook County, IL",97,54,340
474863,Los Angeles Pacific University,2021,California,Los Angeles County,"Los Angeles County, CA",799,46,2143
474890,California College San Diego-CollegeAmerica-Phoenix,2021,Arizona,Maricopa County,"Maricopa County, AZ",,,1147
474915,Avalon Institute-Phoenix,2021,Arizona,Maricopa County,"Maricopa County, AZ",471,59,220
474924,Avalon Institute-Layton,2021,Utah,Davis County,"Davis County, UT",145,58,51
475015,Aveda Institute-Des Moines,2021,Iowa,Dallas County,"Dallas County, IA",104,38,43
475024,Fortis Institute-Lawrenceville,2021,New Jersey,Mercer County,"Mercer County, NJ",380,73,345
475033,Relay Graduate School of Education,2021,New York,New York County,"New York County, NY",0,0,71
475060,Miller-Motte College-Macon,2021,Georgia,Bibb County,"Bibb County, GA",336,79,231
475121,South University-Savannah Online,2021,Georgia,Chatham County,"Chatham County, GA",2130,64,62
475130,Fortis College-Montgomery,2021,Alabama,Montgomery County,"Montgomery County, AL",,,942
475176,San Joaquin Valley College-Temecula,2021,California,Riverside County,"Riverside County, CA",520,48,4026
475200,Whitworth University-Adult Degree Programs,2021,Washington,Spokane County,"Spokane County, WA",130,50,502
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,2021,California,Santa Barbara County,"Santa Barbara County, CA",,,43
475237,The University of America,2021,California,Riverside County,"Riverside County, CA",,,372
